timestamp,co2_level,voc_level,pm25,air_quality_index,ventilation_rate,status
2025-08-07 19:28:03.465828,430.5374244347977,116.20709851994623,24.889965194203715,85.35465044813532,0.6360550372032405,optimal
2025-08-07 19:33:03.465828,566.2888572403211,78.11714159000338,13.46691032954042,88.29435015394755,0.5906289886624126,normal
2025-08-07 19:38:03.465828,493.20733195316853,157.49884014523045,16.843318711323228,85.75521645385183,0.5882086536120179,optimal
2025-08-07 19:43:03.465828,354.4707595030754,117.71279860605523,8.58635031923184,87.79744953695993,0.8006663063001102,warning
2025-08-07 19:48:03.465828,396.84980624019573,198.221954105651,9.945938468682877,89.43008044186516,0.9392915669044787,optimal
2025-08-07 19:53:03.465828,410.742289164515,157.28398722771485,19.536147662040072,86.95635161084431,0.917974665602409,normal
2025-08-07 19:58:03.465828,468.9257376602777,173.1961527935658,6.1477154090892006,81.30236835073582,0.6221976976360755,optimal
2025-08-07 20:03:03.465828,583.3727445847246,127.56629030548287,17.276591416510403,84.78384358023669,0.7668575257263244,warning
2025-08-07 20:08:03.465828,416.00926873912476,121.3242073374805,15.120222451921716,78.88864090607038,0.7495677520620029,optimal
2025-08-07 20:13:03.465828,509.1404141544644,197.62258688244646,21.292500580303763,81.64406480651425,0.7950689657865293,normal
2025-08-07 20:18:03.465828,482.91490243012527,120.54588098487726,22.661922762075484,78.8664706883016,0.7103371788805662,normal
2025-08-07 20:23:03.465828,569.4310560416576,71.46614146046187,8.102017511157344,80.5299380333557,0.7942742190213573,normal
2025-08-07 20:28:03.465828,575.2263923597799,56.72902799207649,5.157285722756573,92.66457457564564,0.6206130284958564,normal
2025-08-07 20:33:03.465828,578.2596189334861,186.76732902504855,12.866843662739578,87.60280371371775,0.8511804924533971,warning
2025-08-07 20:38:03.465828,548.7977600124124,131.1023745912069,10.863343931853278,73.28778593180684,0.8130315523196274,normal
2025-08-07 20:43:03.465828,502.22137081707575,69.81830821632144,21.637562023181193,87.21521082649824,0.9882620319390709,optimal
2025-08-07 20:48:03.465828,432.2081198626707,160.25474802630356,15.74976802466085,84.16103314728565,0.784882898211803,normal
2025-08-07 20:53:03.465828,543.0086736030639,169.84494399786166,7.987385934030149,73.71644284221186,0.5989597119165948,warning
2025-08-07 20:58:03.465828,596.5996815696549,75.6030460423992,19.48724703998766,78.28473362444474,0.9943763162134763,optimal
2025-08-07 21:03:03.465828,463.67600445893225,131.00461898335968,19.638224710942794,83.38015404717638,0.874935018113878,warning
2025-08-07 21:08:03.465828,474.9437843123254,156.04080772059146,7.132058377921404,88.62055317542459,0.611638988476251,warning
2025-08-07 21:13:03.465828,523.01683253946,157.47183019651902,14.156183201969503,76.82225781336025,0.7367251041005947,normal
2025-08-07 21:18:03.465828,387.07947716232303,135.01777870012393,14.740155765029087,87.49482322951226,0.7168258537349467,normal
2025-08-07 21:23:03.465828,470.39496225154187,193.39613963521796,18.514490815861077,87.5384561993508,0.5009384103697585,warning
2025-08-07 21:28:03.465828,484.4449917840365,165.55473625791183,5.875392533255372,74.83055655168683,0.9409677937125955,optimal
2025-08-07 21:33:03.465828,380.95507284198163,158.13991119756648,11.326576908106947,91.33580543947357,0.8750854638145209,optimal
2025-08-07 21:38:03.465828,388.5782001536105,107.41975257304534,23.164787018982153,77.21555180883414,0.7878612494833788,normal
2025-08-07 21:43:03.465828,576.8264900367452,59.764261660039466,24.930805747641624,92.55784985782866,0.7284678892750395,optimal
