timestamp,temperature,humidity,pressure,airflow,efficiency,status
2025-08-07 19:28:03.416399,15.177808406650158,31.556584007687967,120.97113666137597,90.17668452712175,90.44634349296187,normal
2025-08-07 19:33:03.416399,17.47843532506158,31.188549577241165,119.21463022677653,91.73428389540209,90.30823613070288,optimal
2025-08-07 19:38:03.416399,18.99876538719864,37.691400046401284,115.58165726991518,94.76862948833407,79.83081980000497,normal
2025-08-07 19:43:03.416399,18.15559890100335,30.564988782114277,127.67264319054321,86.51137759954734,80.140133032674,optimal
2025-08-07 19:48:03.416399,18.625665704885062,36.81939711281419,125.75766646528743,85.59174146777272,89.45136071976629,normal
2025-08-07 19:53:03.416399,17.383688041024147,38.257661746383654,117.8587661468233,81.16028768650659,75.00858332519398,normal
2025-08-07 19:58:03.416399,18.98230214957715,33.1970922723224,118.23036155765722,90.68430731165536,88.11516570641933,normal
2025-08-07 20:03:03.416399,17.472055703268623,36.97764735165562,127.77176094347809,85.36012205350218,90.63183550883707,normal
2025-08-07 20:08:03.416399,17.441128423262324,34.093505039288246,110.8228904639186,89.82514408239099,77.32328957438774,optimal
2025-08-07 20:13:03.416399,17.362047894486047,40.442695690329145,118.37014274239078,94.41900069217628,88.67612287559464,normal
2025-08-07 20:18:03.416399,18.217247255421558,40.57644750241104,112.99835074542372,89.33266729688496,82.7258539071914,optimal
2025-08-07 20:23:03.416399,16.100326075863006,38.512384082777125,127.65546797765344,94.54844025800352,90.45145077081791,optimal
2025-08-07 20:28:03.416399,18.785530845133664,38.72443475737704,122.58060421942645,89.93736525663991,85.7389520038271,maintenance_needed
2025-08-07 20:33:03.416399,16.087571209391967,32.80097222174046,119.89050067961325,82.12047880813458,76.41894619055486,maintenance_needed
2025-08-07 20:38:03.416399,18.033943007334635,38.366891099021174,122.69979027302385,84.17179517950743,76.3250921786938,maintenance_needed
2025-08-07 20:43:03.416399,17.572122788325753,35.18143693630228,123.24243887258646,88.49803285481791,80.17484231110929,maintenance_needed
2025-08-07 20:48:03.416399,16.34735207624604,34.85393403425723,129.97228420667335,90.00653728204603,76.4594746700681,maintenance_needed
2025-08-07 20:53:03.416399,16.910616488607523,37.85882196925527,124.07194318760679,94.50804584594404,87.59316926279013,normal
2025-08-07 20:58:03.416399,18.7331514483927,38.88068472529869,128.92466798590283,84.29848970844793,89.6272801773794,maintenance_needed
2025-08-07 21:03:03.416399,17.663008160912824,35.87154801296972,114.36289425280609,93.42099802385351,92.25804177507251,optimal
2025-08-07 21:08:03.416399,18.31982240705322,35.249080360853945,117.98624180578568,81.20054545266933,89.94194674984206,normal
2025-08-07 21:13:03.416399,19.76631387311389,42.43038759586315,124.7195280038198,94.37288689756657,75.41619783023545,optimal
2025-08-07 21:18:03.416399,19.164600179438587,38.798418553172624,127.22506746068807,80.59174931157402,90.571875895379,normal
2025-08-07 21:23:03.416399,18.537660181317268,33.20241209150479,129.96926048871734,83.65769933179487,94.47016342509424,maintenance_needed
2025-08-07 21:28:03.416399,20.38448466962025,33.60084605320493,118.95075091198379,89.38331553775038,91.22028810792412,optimal
2025-08-07 21:33:03.416399,19.460578168981353,34.56399481376247,118.31579358542729,83.87829476598138,91.66601495438684,optimal
2025-08-07 21:38:03.416399,17.28613768504458,33.761780320587434,118.67335363353851,90.79540689739048,75.78977644417296,maintenance_needed
2025-08-07 21:43:03.416399,17.650836056078948,34.73554901813177,120.12041434243794,90.2707150690367,80.2607141515444,normal
2025-08-07 21:48:03.416399,19.979367006272867,34.0482115521438,123.27712976958846,94.47629989328304,76.08068439397701,maintenance_needed
2025-08-07 21:53:03.416399,16.503827683397216,37.32685855822861,110.29533012887828,91.93847505133095,76.2319343255597,normal
2025-08-07 21:58:03.416399,17.447573843846484,36.38825976445118,126.8854928711571,81.62301427523423,94.01206223792644,normal
2025-08-07 22:03:03.416399,17.81732373620126,43.014503915080226,128.7986679832993,83.34466580390924,94.70484925209585,normal
