timestamp,usage_percentage,efficiency,power_consumption,occupancy,natural_light,status
2025-08-07 19:28:03.445224,60.983639304084,92.17021828681422,61.127865860331156,0.5554542394997083,0.3196786661513451,optimal
2025-08-07 19:33:03.445224,66.80309159366725,86.41492382924699,67.9451270930921,0.8898816406021819,0.5476067512653032,normal
2025-08-07 19:38:03.445224,87.8488277202082,93.46776301248501,85.09746686638132,0.44502228434692104,0.6008247218414898,normal
2025-08-07 19:43:03.445224,69.21101528127849,90.6468933033887,82.69358641151291,0.46558593115607416,0.1456241131888793,normal
2025-08-07 19:48:03.445224,87.67251473847674,89.69064129194741,102.84182870493062,0.42577440185907933,0.7595455790346868,normal
2025-08-07 19:53:03.445224,76.53118982788189,90.16413814642553,73.42860565899265,0.6693521452133362,0.5408518148905233,optimal
2025-08-07 19:58:03.445224,66.7616367752129,97.74183929494363,75.75566938807307,0.47362370992563724,0.44110042924931314,high_usage
2025-08-07 20:03:03.445224,88.83202208341436,91.57037727288264,105.90461693837909,0.8920694698880087,0.2993942680779442,normal
2025-08-07 20:08:03.445224,63.28415812420468,95.86779922807335,73.47753341362248,0.6120726706025275,0.42840587052147727,normal
2025-08-07 20:13:03.445224,64.37493811643714,85.21079023386072,69.40773416041682,0.3178590874078821,0.1498285025387775,normal
2025-08-07 20:18:03.445224,61.558587717030186,87.97813015750008,60.769984300164275,0.3787630212116586,0.6351329992580129,normal
2025-08-07 20:23:03.445224,64.45089932129713,94.6838779466907,54.18980577461094,0.36536185095952156,0.4928908928586535,high_usage
2025-08-07 20:28:03.445224,70.8835413911997,86.12506002751677,77.00405629211473,0.7923933642008506,0.3785734259013901,optimal
2025-08-07 20:33:03.445224,62.60697330104531,90.31985949049526,53.3174315778098,0.8476593302316873,0.1422182089112979,normal
2025-08-07 20:38:03.445224,86.75731757832689,95.43351866799748,79.23323685415693,0.7872386607123435,0.5275568435349367,normal
2025-08-07 20:43:03.445224,84.36935553535085,91.67107253456727,79.1157868035086,0.6084870170833183,0.7035851141619944,high_usage
2025-08-07 20:48:03.445224,79.07418756838204,97.63726552519321,76.2270994456989,0.4070034266181238,0.6711084026903751,normal
2025-08-07 20:53:03.445224,86.25485497967588,92.77223643934688,86.59436069090849,0.8650416426762308,0.4599457505534147,optimal
2025-08-07 20:58:03.445224,81.2669828326766,85.89738702145029,69.91934981052128,0.7301346651928726,0.18917793367255537,optimal
2025-08-07 21:03:03.445224,74.22207751902998,94.29372765355035,89.04259364504412,0.406586773354985,0.7141537354792403,high_usage
2025-08-07 21:08:03.445224,79.29650477922308,89.6022682904313,93.22957768014544,0.36915460438895864,0.741103248275282,high_usage
2025-08-07 21:13:03.445224,72.46296951432984,96.73529953315183,82.74481867046454,0.6269637047275809,0.2782017677997326,high_usage
2025-08-07 21:18:03.445224,69.46571482713138,93.11287163249006,81.47088057270872,0.48755279636565585,0.6025425283678549,high_usage
2025-08-07 21:23:03.445224,64.78028557677393,97.51552618159235,67.39452561032519,0.8588798243819789,0.4224203839934273,high_usage
2025-08-07 21:28:03.445224,73.74129223350631,86.84338487277182,63.33275823119811,0.887457549400744,0.5841684041818429,optimal
2025-08-07 21:33:03.445224,79.56729956865814,96.37891595938365,66.39289245911374,0.7280484443871322,0.3307557885830308,high_usage
