timestamp,consumption_kwh,voltage,current,power_factor,peak_demand,status
2025-08-07 19:28:03.504689,98.14167910028313,226.88597548517882,53.65163798898438,0.9578386953149378,119.92281766546427,normal
2025-08-07 19:33:03.504689,130.49998601001846,220.02854409809294,68.9377859967127,0.9807959200743276,161.94841127876413,normal
2025-08-07 19:38:03.504689,111.77510024764683,224.03649383110962,43.45493571240817,0.977426851863946,131.07249795509676,normal
2025-08-07 19:43:03.504689,145.66423595750516,233.54228167016453,51.678297478446595,0.9493990193797527,186.63157307064412,normal
2025-08-07 19:48:03.504689,146.08614717487058,235.32683751682765,57.193670839526796,0.9129800024474861,176.59603224718535,normal
2025-08-07 19:53:03.504689,129.56342881524705,234.55849383587716,53.073822741584856,0.9383173867485555,144.74377176112057,normal
2025-08-07 19:58:03.504689,101.49017135308776,238.23111025857827,41.99864888503647,0.9179249809062558,125.96313501955525,normal
2025-08-07 20:03:03.504689,146.65698187074574,225.92903700231776,68.69824238648155,0.9026492175987394,161.4914685969044,normal
2025-08-07 20:08:03.504689,119.97768961076025,226.53954383300245,55.95644593586881,0.9369351805487164,154.01709439094762,normal
2025-08-07 20:13:03.504689,141.10371540324297,222.7595289561584,63.26651044938927,0.975441391042852,159.32215749938706,normal
2025-08-07 20:18:03.504689,110.90161768274525,236.3190732954022,67.9825869643293,0.9446399776296743,127.81866189846603,normal
2025-08-07 20:23:03.504689,145.46928453986487,237.58425587895803,68.68633566615293,0.942250720902443,163.91328850452715,normal
2025-08-07 20:28:03.504689,147.07869187994376,226.61562232563625,49.593846020631666,0.9659465387361148,175.29525568488845,normal
2025-08-07 20:33:03.504689,106.81111660183606,221.65159204786653,53.33010546167148,0.9327580420793248,129.49747633242953,normal
2025-08-07 20:38:03.504689,128.06946990854323,238.29054151706464,73.1459164116462,0.9220315701749079,140.9987359985753,normal
2025-08-07 20:43:03.504689,85.78543448442362,229.06506968276346,67.70650420451713,0.9924329713785116,99.1184657824215,normal
2025-08-07 20:48:03.504689,93.3491806902838,228.6857458925431,68.19680346464311,0.9022784838807704,106.93613855148742,normal
2025-08-07 20:53:03.504689,141.24031902854222,234.49564445216052,62.08083996374555,0.9181260196867815,181.26569843904983,normal
2025-08-07 20:58:03.504689,102.79806756499374,225.0677402082533,47.542059017620474,0.9950260647973421,114.29201480661222,normal
2025-08-07 21:03:03.504689,84.60836957197921,233.51979583981344,46.95630982325715,0.9813954280016027,108.53262411826705,normal
2025-08-07 21:08:03.504689,126.92885875167644,234.07607189818984,77.94050410726473,0.9220116809497908,151.9720704930018,normal
2025-08-07 21:13:03.504689,95.0441229124965,222.55238299176725,52.517631801783274,0.9960051585301182,112.33846161523674,normal
2025-08-07 21:18:03.504689,88.26035671981255,222.768891902905,55.62132918268582,0.9443519016871618,103.31621062296061,normal
2025-08-07 21:23:03.504689,146.57579231108818,227.9826156652768,60.994975371281896,0.971867408503287,183.32135665682043,normal
2025-08-07 21:28:03.504689,89.67656839961154,234.5944639881041,75.41435705322351,0.9888250767784412,112.34487761037241,normal
2025-08-07 21:33:03.504689,118.92060185942411,230.9033371389421,60.78994021400528,0.9142034354800971,147.77111262902653,normal
2025-08-07 21:38:03.504689,148.2555478449715,226.90300790974499,77.85006135310459,0.9038730880808069,167.56107547901644,normal
2025-08-07 21:43:03.504689,143.0432131260775,230.42340859291227,68.7036949415365,0.9223759874359645,172.69229019698602,normal
2025-08-07 21:48:03.504689,136.08304820523716,239.44163937025672,73.40683781131659,0.9048995248141782,156.90667402978437,normal
2025-08-07 21:53:03.504689,122.08796695095177,225.41779229940965,75.80181634913589,0.9068102726031657,154.30002305264648,normal
2025-08-07 21:58:03.504689,140.34195917093308,224.24129671594415,70.5011841170651,0.9992382632520592,181.78002488196793,normal
2025-08-07 22:03:03.504689,88.60208836664546,230.71298043591983,51.2046731988887,0.9169866679207002,113.49516888680671,normal
2025-08-07 22:08:03.504689,98.15298362384644,225.24019510748715,58.21872382296682,0.9370085026001637,126.13472529317723,normal
2025-08-07 22:13:03.504689,122.96206738132781,221.1224398846577,42.64329914105778,0.9669435665632369,158.0634247056539,normal
2025-08-07 22:18:03.504689,80.103307497122,236.92604903442606,75.7225689359482,0.9174900974667631,100.04907785041502,normal
2025-08-07 22:23:03.504689,90.81979802656704,236.73621708975028,46.325314771761086,0.9077019305511858,110.74918726887053,normal
2025-08-07 22:28:03.504689,90.94693417623952,225.6888388824667,77.63360306588866,0.9245994858822101,116.3115161303191,normal
2025-08-07 22:33:03.504689,127.2822798468287,229.32665732853812,64.28492613701036,0.9895442490611738,151.42230125661087,normal
2025-08-07 22:38:03.504689,107.6810563962238,231.63212591794013,41.21962100120832,0.9957372202620753,118.79428586990407,normal
2025-08-07 22:43:03.504689,115.86743045916253,234.65049564974942,45.864274925920284,0.991482120321219,135.07967959637108,normal
2025-08-07 22:48:03.504689,126.81581850499208,226.1887441778841,79.05299978549843,0.9363700002986505,164.08089242147986,normal
2025-08-07 22:53:03.504689,85.09947731698274,236.62432084730608,67.69480321187203,0.932589946384328,98.3674394677441,normal
2025-08-07 22:58:03.504689,96.93504992814141,231.93545168128125,61.50032404243487,0.9038696669751213,108.4585030649419,normal
2025-08-07 23:03:03.504689,132.0939410122773,233.07035786938218,71.78556053855088,0.9413355193648635,152.5340299784534,normal
2025-08-07 23:08:03.504689,84.9534846346327,235.75701642108586,53.196793952441,0.9390448416731558,102.89492044385038,normal
2025-08-07 23:13:03.504689,94.20454764000559,238.77908267719033,41.716176263395084,0.9966924109531679,111.281694300865,normal
2025-08-07 23:18:03.504689,134.4255514655206,231.7988506520465,77.07125664259118,0.932182273738202,172.29350155156556,normal
2025-08-07 23:23:03.504689,113.05358057831249,239.5875243679541,50.18563621635044,0.9008194553230381,141.61478623893143,normal
2025-08-07 23:28:03.504689,121.91044818392453,236.05478717964087,44.10823774959367,0.9584167302139291,155.8026143588066,normal
2025-08-07 23:33:03.504689,84.33102444463269,221.3642428054219,40.17725017337579,0.9436247691360488,109.38749334849449,normal
2025-08-07 23:38:03.504689,140.261733640718,226.03765640050966,57.29163082944127,0.9664520173377,159.78451014966276,normal
2025-08-07 23:43:03.504689,83.14050896696378,234.81086668579746,72.64262914422727,0.9402704069356783,94.04945531436762,normal
2025-08-07 23:48:03.504689,127.14687328216073,230.58821436812624,66.05612633249685,0.9558889224817851,158.43183724585433,normal
2025-08-07 23:53:03.504689,105.4047810276861,225.36672767959956,42.51995631218666,0.9362699894613845,123.00103914355424,normal
2025-08-07 23:58:03.504689,127.967485154755,225.05370334700527,59.38740240652537,0.9776233143602925,155.74525645406175,normal
2025-08-08 00:03:03.504689,143.51988645070702,222.30162262159095,42.8896487387641,0.9758843263937654,185.87837067214215,normal
2025-08-08 00:08:03.504689,113.79158990730596,227.3965562534172,64.22555009738979,0.9747164071211059,126.71043971028315,normal
2025-08-08 00:13:03.504689,131.20810741554715,221.44592037816477,45.01542308560668,0.9403924315597306,160.89134140495455,normal
2025-08-08 00:18:03.504689,110.27365253968071,224.17281806571174,79.93792627513125,0.9886040071523493,142.77503079153286,normal
2025-08-08 00:23:03.504689,148.4165712288579,235.58865854479225,48.215152862375405,0.9060813622536619,186.22747047901876,normal
2025-08-08 00:28:03.504689,97.3989526740057,230.00173615615506,62.69490199070996,0.9927293451472107,121.1373339020356,normal
2025-08-08 00:33:03.504689,130.93756171719335,226.50262406699952,41.445614952455,0.9436349678162284,144.1955720144319,normal
2025-08-08 00:38:03.504689,119.69784622869027,221.0782441705561,76.6093689156543,0.9941161332862646,141.14090889476367,normal
2025-08-08 00:43:03.504689,80.82722522718832,228.0432232848127,50.913836068404684,0.9108876814217519,105.00987345496983,normal
2025-08-08 00:48:03.504689,128.52252370060629,238.2044796381904,76.73706996673748,0.9015761968575875,162.4565181569844,normal
2025-08-08 00:53:03.504689,87.76925825220539,223.7807173597612,50.96086105977815,0.9911106278039625,110.63381714415002,normal
2025-08-08 00:58:03.504689,107.2372907960087,231.9791100553469,66.6317618011557,0.9104788732336256,132.54982963311923,normal
2025-08-08 01:03:03.504689,111.1623700802565,239.4418692704389,51.79112227474931,0.944267151953461,127.83971663418487,normal
2025-08-08 01:08:03.504689,86.17247917474978,238.1150957413837,52.97567217397638,0.9076555722904557,111.97543657554233,normal
2025-08-08 01:13:03.504689,148.730586596519,238.48632836983444,74.33200947667906,0.9281013231311483,167.50421400991326,normal
2025-08-08 01:18:03.504689,130.15373379190748,224.24673741100727,70.03105440113154,0.9153062682258425,155.32574056385616,normal
2025-08-08 01:23:03.504689,136.723575844478,231.54774774628243,56.473402694328556,0.9916521218858738,172.11445930258853,normal
2025-08-08 01:28:03.504689,86.9127186503888,220.2132434065255,59.00122434663588,0.9116043058545162,110.38785257386196,normal
2025-08-08 01:33:03.504689,113.42044406242131,225.5329992748268,56.96660462370393,0.9866499023894996,139.7213788236445,normal
2025-08-08 01:38:03.504689,116.5256651852628,236.10559606356298,72.43234215233892,0.9762744301109003,139.08934161491658,normal
